case,n,k,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
runtime_sources,100000,100000,0,32,172765800,0,0,0,0
runtime_sources,100000,100000,1,32,166397500,0,0,0,0
runtime_sources,100000,100000,2,32,94840100,0,0,0,0
runtime_sources,100000,100000,3,32,92731200,0,0,0,0
runtime_sources,100000,100000,4,32,99747600,0,0,0,0
runtime_sources,100000,100000,5,32,94451200,0,0,0,0
runtime_sources,100000,100000,6,32,96021700,0,0,0,0
spatial_full,100000,100000,0,32,458454800,0,0,0,0
spatial_full,100000,100000,1,32,458629900,0,0,0,0
spatial_full,100000,100000,2,32,485323000,0,0,0,0
spatial_full,100000,100000,3,32,411282800,0,0,0,0
spatial_full,100000,100000,4,32,409117000,0,0,0,0
spatial_full,100000,100000,5,32,398877000,0,0,0,0
spatial_full,100000,100000,6,32,400770700,0,0,0,0
record_copy_kernel,100000,100000,0,32,5385200,0,0,0,0
record_copy_kernel,100000,100000,1,32,5062800,0,0,0,0
record_copy_kernel,100000,100000,2,32,4812300,0,0,0,0
record_copy_kernel,100000,100000,3,32,4837500,0,0,0,0
record_copy_kernel,100000,100000,4,32,4802000,0,0,0,0
record_copy_kernel,100000,100000,5,32,4744100,0,0,0,0
record_copy_kernel,100000,100000,6,32,4750100,0,0,0,0
record_swap_kernel,100000,100000,0,32,300,0,0,0,0
record_swap_kernel,100000,100000,1,32,300,0,0,0,0
record_swap_kernel,100000,100000,2,32,100,0,0,0,0
record_swap_kernel,100000,100000,3,32,200,0,0,0,0
record_swap_kernel,100000,100000,4,32,200,0,0,0,0
record_swap_kernel,100000,100000,5,32,200,0,0,0,0
record_swap_kernel,100000,100000,6,32,100,0,0,0,0
adapter_full,100000,100000,0,32,472443900,0,0,0,0
adapter_full,100000,100000,1,32,473600300,0,0,0,0
adapter_full,100000,100000,2,32,479860100,0,0,0,0
adapter_full,100000,100000,3,32,475175700,0,0,0,0
adapter_full,100000,100000,4,32,473928400,0,0,0,0
adapter_full,100000,100000,5,32,484162000,0,0,0,0
adapter_full,100000,100000,6,32,477232800,0,0,0,0
product_selected_probe,100000,100000,0,32,430608300,0,0,0,0
product_selected_probe,100000,100000,1,32,428303500,0,0,0,0
product_selected_probe,100000,100000,2,32,513483800,0,0,0,0
product_selected_probe,100000,100000,3,32,485116300,0,0,0,0
product_selected_probe,100000,100000,4,32,460397700,0,0,0,0
product_selected_probe,100000,100000,5,32,450844400,0,0,0,0
product_selected_probe,100000,100000,6,32,471427600,0,0,0,0
transform_full_before_select,100000,100000,0,32,337517600,0,0,0,0
transform_full_before_select,100000,100000,1,32,363052600,0,0,0,0
transform_full_before_select,100000,100000,2,32,340851900,0,0,0,0
transform_full_before_select,100000,100000,3,32,328273900,0,0,0,0
transform_full_before_select,100000,100000,4,32,321737700,0,0,0,0
transform_full_before_select,100000,100000,5,32,316980300,0,0,0,0
transform_full_before_select,100000,100000,6,32,311149600,0,0,0,0
transform_selected,100000,100000,0,32,319757700,0,0,0,0
transform_selected,100000,100000,1,32,327568000,0,0,0,0
transform_selected,100000,100000,2,32,321138600,0,0,0,0
transform_selected,100000,100000,3,32,321184300,0,0,0,0
transform_selected,100000,100000,4,32,325812100,0,0,0,0
transform_selected,100000,100000,5,32,349892600,0,0,0,0
transform_selected,100000,100000,6,32,343955400,0,0,0,0
binding_full_live_map,100000,100000,0,32,540060900,0,0,0,0
binding_full_live_map,100000,100000,1,32,603100300,0,0,0,0
binding_full_live_map,100000,100000,2,32,698700400,0,0,0,0
binding_full_live_map,100000,100000,3,32,680201600,0,0,0,0
binding_full_live_map,100000,100000,4,32,709979800,0,0,0,0
binding_full_live_map,100000,100000,5,32,601899700,0,0,0,0
binding_full_live_map,100000,100000,6,32,580021800,0,0,0,0
binding_retained_lookup,100000,100000,0,32,261691200,0,0,0,0
binding_retained_lookup,100000,100000,1,32,285403300,0,0,0,0
binding_retained_lookup,100000,100000,2,32,321393200,0,0,0,0
binding_retained_lookup,100000,100000,3,32,288101600,0,0,0,0
binding_retained_lookup,100000,100000,4,32,284733700,0,0,0,0
binding_retained_lookup,100000,100000,5,32,311279300,0,0,0,0
binding_retained_lookup,100000,100000,6,32,321690700,0,0,0,0
binding_visibility_toggle,100000,100000,0,32,740288100,0,0,0,0
binding_visibility_toggle,100000,100000,1,32,725749800,0,0,0,0
