case,n,k,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
runtime_sources,100000,100000,0,32,154896000,0,0,0,0
runtime_sources,100000,100000,1,32,161168700,0,0,0,0
runtime_sources,100000,100000,2,32,83674400,0,0,0,0
runtime_sources,100000,100000,3,32,87419700,0,0,0,0
runtime_sources,100000,100000,4,32,87796000,0,0,0,0
runtime_sources,100000,100000,5,32,89650800,0,0,0,0
runtime_sources,100000,100000,6,32,80513700,0,0,0,0
spatial_full,100000,100000,0,32,477074800,0,0,0,0
spatial_full,100000,100000,1,32,480437600,0,0,0,0
spatial_full,100000,100000,2,32,498541400,0,0,0,0
spatial_full,100000,100000,3,32,477531200,0,0,0,0
spatial_full,100000,100000,4,32,483065900,0,0,0,0
spatial_full,100000,100000,5,32,471978400,0,0,0,0
spatial_full,100000,100000,6,32,493093700,0,0,0,0
record_copy_kernel,100000,100000,0,32,6840100,0,0,0,0
record_copy_kernel,100000,100000,1,32,5873200,0,0,0,0
record_copy_kernel,100000,100000,2,32,5483800,0,0,0,0
record_copy_kernel,100000,100000,3,32,5930000,0,0,0,0
record_copy_kernel,100000,100000,4,32,5146600,0,0,0,0
record_copy_kernel,100000,100000,5,32,5534100,0,0,0,0
record_copy_kernel,100000,100000,6,32,5165000,0,0,0,0
record_swap_kernel,100000,100000,0,32,200,0,0,0,0
record_swap_kernel,100000,100000,1,32,200,0,0,0,0
record_swap_kernel,100000,100000,2,32,200,0,0,0,0
record_swap_kernel,100000,100000,3,32,200,0,0,0,0
record_swap_kernel,100000,100000,4,32,200,0,0,0,0
record_swap_kernel,100000,100000,5,32,200,0,0,0,0
record_swap_kernel,100000,100000,6,32,200,0,0,0,0
adapter_full,100000,100000,0,32,593508100,0,0,0,0
adapter_full,100000,100000,1,32,503640900,0,0,0,0
adapter_full,100000,100000,2,32,316748700,0,0,0,0
adapter_full,100000,100000,3,32,604861100,0,0,0,0
adapter_full,100000,100000,4,32,655222800,0,0,0,0
adapter_full,100000,100000,5,32,635350700,0,0,0,0
adapter_full,100000,100000,6,32,646288600,0,0,0,0
product_selected_probe,100000,100000,0,32,564854300,0,0,0,0
product_selected_probe,100000,100000,1,32,549231600,0,0,0,0
product_selected_probe,100000,100000,2,32,556757200,0,0,0,0
product_selected_probe,100000,100000,3,32,548852000,0,0,0,0
product_selected_probe,100000,100000,4,32,552499600,0,0,0,0
product_selected_probe,100000,100000,5,32,556036400,0,0,0,0
product_selected_probe,100000,100000,6,32,577259700,0,0,0,0
transform_full_before_select,100000,100000,0,32,358562300,0,0,0,0
transform_full_before_select,100000,100000,1,32,352784000,0,0,0,0
transform_full_before_select,100000,100000,2,32,341653500,0,0,0,0
transform_full_before_select,100000,100000,3,32,348905400,0,0,0,0
transform_full_before_select,100000,100000,4,32,344346700,0,0,0,0
transform_full_before_select,100000,100000,5,32,344196700,0,0,0,0
transform_full_before_select,100000,100000,6,32,351118800,0,0,0,0
transform_selected,100000,100000,0,32,357372300,0,0,0,0
transform_selected,100000,100000,1,32,346985100,0,0,0,0
transform_selected,100000,100000,2,32,346777500,0,0,0,0
transform_selected,100000,100000,3,32,352546100,0,0,0,0
transform_selected,100000,100000,4,32,350004400,0,0,0,0
transform_selected,100000,100000,5,32,337427600,0,0,0,0
transform_selected,100000,100000,6,32,343731100,0,0,0,0
binding_full_live_map,100000,100000,0,32,589678900,0,0,0,0
binding_full_live_map,100000,100000,1,32,554262300,0,0,0,0
binding_full_live_map,100000,100000,2,32,573424800,0,0,0,0
binding_full_live_map,100000,100000,3,32,544137000,0,0,0,0
binding_full_live_map,100000,100000,4,32,570021400,0,0,0,0
binding_full_live_map,100000,100000,5,32,524619100,0,0,0,0
binding_full_live_map,100000,100000,6,32,549840900,0,0,0,0
binding_retained_lookup,100000,100000,0,32,202499700,0,0,0,0
binding_retained_lookup,100000,100000,1,32,217018100,0,0,0,0
binding_retained_lookup,100000,100000,2,32,239980800,0,0,0,0
binding_retained_lookup,100000,100000,3,32,202258300,0,0,0,0
binding_retained_lookup,100000,100000,4,32,235670800,0,0,0,0
binding_retained_lookup,100000,100000,5,32,259742100,0,0,0,0
binding_retained_lookup,100000,100000,6,32,214898500,0,0,0,0
binding_visibility_toggle,100000,100000,0,32,602657300,0,0,0,0
binding_visibility_toggle,100000,100000,1,32,645060900,0,0,0,0
