case,records,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
steady,0,0,32,600,0,0,0,0
steady,0,1,32,600,0,0,0,0
steady,0,2,32,600,0,0,0,0
steady,0,3,32,500,0,0,0,0
steady,0,4,32,400,0,0,0,0
steady,0,5,32,400,0,0,0,0
steady,0,6,32,500,0,0,0,0
steady,1,0,32,3400,0,0,0,0
steady,1,1,32,3300,0,0,0,0
steady,1,2,32,3400,0,0,0,0
steady,1,3,32,3400,0,0,0,0
steady,1,4,32,3300,0,0,0,0
steady,1,5,32,3400,0,0,0,0
steady,1,6,32,3400,0,0,0,0
steady,1000,0,32,3793600,0,0,0,0
steady,1000,1,32,3780000,0,0,0,0
steady,1000,2,32,3772000,0,0,0,0
steady,1000,3,32,3794100,0,0,0,0
steady,1000,4,32,3767200,0,0,0,0
steady,1000,5,32,4271300,0,0,0,0
steady,1000,6,32,3781300,0,0,0,0
steady,10000,0,32,38104900,0,0,0,0
steady,10000,1,32,37979100,0,0,0,0
steady,10000,2,32,38449400,0,0,0,0
steady,10000,3,32,71892600,0,0,0,0
steady,10000,4,32,42837900,0,0,0,0
steady,10000,5,32,70989100,0,0,0,0
steady,10000,6,32,40297400,0,0,0,0
steady,100000,0,32,616440800,0,0,0,0
steady,100000,1,32,676843500,0,0,0,0
steady,100000,2,32,642632400,0,0,0,0
steady,100000,3,32,452380800,0,0,0,0
steady,100000,4,32,480535000,0,0,0,0
steady,100000,5,32,511079400,0,0,0,0
steady,100000,6,32,386602800,0,0,0,0
cold,10000,0,1,1279100,0,0,0,0
cold,10000,1,1,1194100,0,0,0,0
cold,10000,2,1,1176200,0,0,0,0
cold,10000,3,1,1178500,0,0,0,0
cold,10000,4,1,1184600,0,0,0,0
cold,10000,5,1,1180200,0,0,0,0
cold,10000,6,1,1181100,0,0,0,0
grow,100000,0,1,24323300,0,0,0,0
grow,100000,1,1,13747900,0,0,0,0
grow,100000,2,1,15499300,0,0,0,0
grow,100000,3,1,131251000,0,0,0,0
grow,100000,4,1,13701800,0,0,0,0
grow,100000,5,1,13670500,0,0,0,0
grow,100000,6,1,14763200,0,0,0,0
shrink,1000,0,32,3798300,0,0,0,0
shrink,1000,1,32,3777200,0,0,0,0
shrink,1000,2,32,3792800,0,0,0,0
shrink,1000,3,32,3793900,0,0,0,0
shrink,1000,4,32,34029200,0,0,0,0
shrink,1000,5,32,3779400,0,0,0,0
shrink,1000,6,32,3772400,0,0,0,0
alternate,10000,0,32,50770300,0,0,0,0
alternate,10000,1,32,38223300,0,0,0,0
alternate,10000,2,32,37959600,0,0,0,0
alternate,10000,3,32,37865700,0,0,0,0
alternate,10000,4,32,37841400,0,0,0,0
alternate,10000,5,32,37952800,0,0,0,0
alternate,10000,6,32,37851500,0,0,0,0
fresh_output,10000,0,32,49874600,0,0,0,0
fresh_output,10000,1,32,39858400,0,0,0,0
fresh_output,10000,2,32,39620900,0,0,0,0
fresh_output,10000,3,32,39763700,0,0,0,0
fresh_output,10000,4,32,39505200,0,0,0,0
fresh_output,10000,5,32,41120100,0,0,0,0
fresh_output,10000,6,32,39631300,0,0,0,0
fail_last,10000,0,32,42491000,0,0,0,0
fail_last,10000,1,32,37933200,0,0,0,0
fail_last,10000,2,32,37938600,0,0,0,0
fail_last,10000,3,32,37785300,0,0,0,0
fail_last,10000,4,32,38028300,0,0,0,0
fail_last,10000,5,32,37761800,0,0,0,0
fail_last,10000,6,32,37889400,0,0,0,0
fail_last,100000,0,32,387424400,0,0,0,0
fail_last,100000,1,32,392009500,0,0,0,0
fail_last,100000,2,32,383977200,0,0,0,0
fail_last,100000,3,32,379264900,0,0,0,0
fail_last,100000,4,32,391650300,0,0,0,0
fail_last,100000,5,32,378705700,0,0,0,0
fail_last,100000,6,32,378659800,0,0,0,0
retry,10000,0,32,38206200,0,0,0,0
retry,10000,1,32,38296400,0,0,0,0
retry,10000,2,32,54098700,0,0,0,0
retry,10000,3,32,38673300,0,0,0,0
retry,10000,4,32,38261000,0,0,0,0
retry,10000,5,32,38370600,0,0,0,0
retry,10000,6,32,38240300,0,0,0,0
retry,100000,0,32,384432400,0,0,0,0
retry,100000,1,32,383228000,0,0,0,0
retry,100000,2,32,386586400,0,0,0,0
retry,100000,3,32,383513100,0,0,0,0
retry,100000,4,32,385249000,0,0,0,0
retry,100000,5,32,385948000,0,0,0,0
retry,100000,6,32,382433900,0,0,0,0
parking,10000,0,32,113360700,0,0,0,0
parking,10000,1,32,91135300,0,0,0,0
parking,10000,2,32,91195600,0,0,0,0
parking,10000,3,32,91325100,0,0,0,0
parking,10000,4,32,91387100,0,0,0,0
parking,10000,5,32,91106700,0,0,0,0
parking,10000,6,32,91270500,0,0,0,0
parking,100000,0,32,920028800,0,0,0,0
parking,100000,1,32,913596200,0,0,0,0
parking,100000,2,32,912601400,0,0,0,0
parking,100000,3,32,915240000,0,0,0,0
parking,100000,4,32,912232100,0,0,0,0
parking,100000,5,32,913849600,0,0,0,0
parking,100000,6,32,1010374900,0,0,0,0
retained_build,10000,0,3,3596200,0,0,0,0
retained_build,100000,0,3,36864300,0,0,0,0
