case,records,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
steady,0,0,32,600,0,0,0,0
steady,0,1,32,500,0,0,0,0
steady,0,2,32,500,0,0,0,0
steady,0,3,32,500,0,0,0,0
steady,0,4,32,400,0,0,0,0
steady,0,5,32,500,0,0,0,0
steady,0,6,32,500,0,0,0,0
steady,1,0,32,3500,0,0,0,0
steady,1,1,32,3600,0,0,0,0
steady,1,2,32,3600,0,0,0,0
steady,1,3,32,3600,0,0,0,0
steady,1,4,32,3600,0,0,0,0
steady,1,5,32,3600,0,0,0,0
steady,1,6,32,3600,0,0,0,0
steady,1000,0,32,3798800,0,0,0,0
steady,1000,1,32,3792300,0,0,0,0
steady,1000,2,32,4015900,0,0,0,0
steady,1000,3,32,3818300,0,0,0,0
steady,1000,4,32,3801000,0,0,0,0
steady,1000,5,32,3795800,0,0,0,0
steady,1000,6,32,3978200,0,0,0,0
steady,10000,0,32,38090200,0,0,0,0
steady,10000,1,32,38123500,0,0,0,0
steady,10000,2,32,38184600,0,0,0,0
steady,10000,3,32,38895200,0,0,0,0
steady,10000,4,32,63343200,0,0,0,0
steady,10000,5,32,72516900,0,0,0,0
steady,10000,6,32,43011800,0,0,0,0
steady,100000,0,32,683427100,0,0,0,0
steady,100000,1,32,518620500,0,0,0,0
steady,100000,2,32,592246100,0,0,0,0
steady,100000,3,32,490141800,0,0,0,0
steady,100000,4,32,450586200,0,0,0,0
steady,100000,5,32,520750200,0,0,0,0
steady,100000,6,32,385474700,0,0,0,0
cold,10000,0,1,1268300,0,0,0,0
cold,10000,1,1,1188200,0,0,0,0
cold,10000,2,1,1189700,0,0,0,0
cold,10000,3,1,1189700,0,0,0,0
cold,10000,4,1,1189300,0,0,0,0
cold,10000,5,1,1183600,0,0,0,0
cold,10000,6,1,1506100,0,0,0,0
grow,100000,0,1,14412400,0,0,0,0
grow,100000,1,1,14374100,0,0,0,0
grow,100000,2,1,24831300,0,0,0,0
grow,100000,3,1,14316500,0,0,0,0
grow,100000,4,1,14553400,0,0,0,0
grow,100000,5,1,14318600,0,0,0,0
grow,100000,6,1,14283000,0,0,0,0
shrink,1000,0,32,3781500,0,0,0,0
shrink,1000,1,32,4151400,0,0,0,0
shrink,1000,2,32,3824800,0,0,0,0
shrink,1000,3,32,3789900,0,0,0,0
shrink,1000,4,32,3788500,0,0,0,0
shrink,1000,5,32,3794900,0,0,0,0
shrink,1000,6,32,3789300,0,0,0,0
alternate,10000,0,32,51775500,0,0,0,0
alternate,10000,1,32,153992800,0,0,0,0
alternate,10000,2,32,48350900,0,0,0,0
alternate,10000,3,32,38121900,0,0,0,0
alternate,10000,4,32,38176800,0,0,0,0
alternate,10000,5,32,39754200,0,0,0,0
alternate,10000,6,32,38164700,0,0,0,0
fresh_output,10000,0,32,39832100,0,0,0,0
fresh_output,10000,1,32,43898600,0,0,0,0
fresh_output,10000,2,32,41472800,0,0,0,0
fresh_output,10000,3,32,39663100,0,0,0,0
fresh_output,10000,4,32,39618900,0,0,0,0
fresh_output,10000,5,32,39686200,0,0,0,0
fresh_output,10000,6,32,39676300,0,0,0,0
fail_last,10000,0,32,37732400,0,0,0,0
fail_last,10000,1,32,38129300,0,0,0,0
fail_last,10000,2,32,37681200,0,0,0,0
fail_last,10000,3,32,37761900,0,0,0,0
fail_last,10000,4,32,37834300,0,0,0,0
fail_last,10000,5,32,37869500,0,0,0,0
fail_last,10000,6,32,37799600,0,0,0,0
fail_last,100000,0,32,378209800,0,0,0,0
fail_last,100000,1,32,384937700,0,0,0,0
fail_last,100000,2,32,395150400,0,0,0,0
fail_last,100000,3,32,381249100,0,0,0,0
fail_last,100000,4,32,378622500,0,0,0,0
fail_last,100000,5,32,377921500,0,0,0,0
fail_last,100000,6,32,379388300,0,0,0,0
retry,10000,0,32,38117500,0,0,0,0
retry,10000,1,32,38779200,0,0,0,0
retry,10000,2,32,53048900,0,0,0,0
retry,10000,3,32,38377200,0,0,0,0
retry,10000,4,32,37963300,0,0,0,0
retry,10000,5,32,37923900,0,0,0,0
retry,10000,6,32,39724500,0,0,0,0
retry,100000,0,32,381597100,0,0,0,0
retry,100000,1,32,381750700,0,0,0,0
retry,100000,2,32,381555200,0,0,0,0
retry,100000,3,32,382011600,0,0,0,0
retry,100000,4,32,385079500,0,0,0,0
retry,100000,5,32,382597500,0,0,0,0
retry,100000,6,32,384995100,0,0,0,0
parking,10000,0,32,113097800,0,0,0,0
parking,10000,1,32,91063300,0,0,0,0
parking,10000,2,32,91167300,0,0,0,0
parking,10000,3,32,91115800,0,0,0,0
parking,10000,4,32,91367900,0,0,0,0
parking,10000,5,32,91036000,0,0,0,0
parking,10000,6,32,91251000,0,0,0,0
parking,100000,0,32,920543800,0,0,0,0
parking,100000,1,32,916619100,0,0,0,0
parking,100000,2,32,914817500,0,0,0,0
parking,100000,3,32,914566700,0,0,0,0
parking,100000,4,32,914512200,0,0,0,0
parking,100000,5,32,915632600,0,0,0,0
parking,100000,6,32,917736900,0,0,0,0
retained_build,10000,0,3,3596300,0,0,0,0
retained_build,100000,0,3,36760800,0,0,0,0
