case,records,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
steady,0,0,32,600,0,0,0,0
steady,0,1,32,600,0,0,0,0
steady,0,2,32,500,0,0,0,0
steady,0,3,32,400,0,0,0,0
steady,0,4,32,500,0,0,0,0
steady,0,5,32,500,0,0,0,0
steady,0,6,32,500,0,0,0,0
steady,1,0,32,3500,0,0,0,0
steady,1,1,32,3400,0,0,0,0
steady,1,2,32,3500,0,0,0,0
steady,1,3,32,3400,0,0,0,0
steady,1,4,32,3500,0,0,0,0
steady,1,5,32,3400,0,0,0,0
steady,1,6,32,3400,0,0,0,0
steady,1000,0,32,3770500,0,0,0,0
steady,1000,1,32,4861700,0,0,0,0
steady,1000,2,32,3781900,0,0,0,0
steady,1000,3,32,3768900,0,0,0,0
steady,1000,4,32,3789400,0,0,0,0
steady,1000,5,32,3808200,0,0,0,0
steady,1000,6,32,3793400,0,0,0,0
steady,10000,0,32,37945700,0,0,0,0
steady,10000,1,32,37964400,0,0,0,0
steady,10000,2,32,38216700,0,0,0,0
steady,10000,3,32,39707000,0,0,0,0
steady,10000,4,32,56199900,0,0,0,0
steady,10000,5,32,55518200,0,0,0,0
steady,10000,6,32,57032100,0,0,0,0
steady,100000,0,32,611643100,0,0,0,0
steady,100000,1,32,596620400,0,0,0,0
steady,100000,2,32,608857800,0,0,0,0
steady,100000,3,32,461178500,0,0,0,0
steady,100000,4,32,471007300,0,0,0,0
steady,100000,5,32,601488300,0,0,0,0
steady,100000,6,32,407701200,0,0,0,0
cold,10000,0,1,1239300,0,0,0,0
cold,10000,1,1,1191600,0,0,0,0
cold,10000,2,1,1185300,0,0,0,0
cold,10000,3,1,1184400,0,0,0,0
cold,10000,4,1,1197700,0,0,0,0
cold,10000,5,1,1217000,0,0,0,0
cold,10000,6,1,1190200,0,0,0,0
grow,100000,0,1,25287600,0,0,0,0
grow,100000,1,1,13947300,0,0,0,0
grow,100000,2,1,13543500,0,0,0,0
grow,100000,3,1,13600200,0,0,0,0
grow,100000,4,1,13492500,0,0,0,0
grow,100000,5,1,13488300,0,0,0,0
grow,100000,6,1,13487400,0,0,0,0
shrink,1000,0,32,3796200,0,0,0,0
shrink,1000,1,32,5445300,0,0,0,0
shrink,1000,2,32,3788400,0,0,0,0
shrink,1000,3,32,3761400,0,0,0,0
shrink,1000,4,32,3798700,0,0,0,0
shrink,1000,5,32,21249800,0,0,0,0
shrink,1000,6,32,3787900,0,0,0,0
alternate,10000,0,32,57272700,0,0,0,0
alternate,10000,1,32,47508800,0,0,0,0
alternate,10000,2,32,38130100,0,0,0,0
alternate,10000,3,32,37917900,0,0,0,0
alternate,10000,4,32,37882500,0,0,0,0
alternate,10000,5,32,37955400,0,0,0,0
alternate,10000,6,32,37877300,0,0,0,0
fresh_output,10000,0,32,41708300,0,0,0,0
fresh_output,10000,1,32,41113300,0,0,0,0
fresh_output,10000,2,32,43525300,0,0,0,0
fresh_output,10000,3,32,39693300,0,0,0,0
fresh_output,10000,4,32,39516200,0,0,0,0
fresh_output,10000,5,32,39696200,0,0,0,0
fresh_output,10000,6,32,39573700,0,0,0,0
fail_last,10000,0,32,38023900,0,0,0,0
fail_last,10000,1,32,38403800,0,0,0,0
fail_last,10000,2,32,37869000,0,0,0,0
fail_last,10000,3,32,37799200,0,0,0,0
fail_last,10000,4,32,37929000,0,0,0,0
fail_last,10000,5,32,38197600,0,0,0,0
fail_last,10000,6,32,37912000,0,0,0,0
fail_last,100000,0,32,379481800,0,0,0,0
fail_last,100000,1,32,397298200,0,0,0,0
fail_last,100000,2,32,380074200,0,0,0,0
fail_last,100000,3,32,381922400,0,0,0,0
fail_last,100000,4,32,379595500,0,0,0,0
fail_last,100000,5,32,378888000,0,0,0,0
fail_last,100000,6,32,378949100,0,0,0,0
retry,10000,0,32,38146900,0,0,0,0
retry,10000,1,32,38249400,0,0,0,0
retry,10000,2,32,49351400,0,0,0,0
retry,10000,3,32,38194800,0,0,0,0
retry,10000,4,32,38385200,0,0,0,0
retry,10000,5,32,38247000,0,0,0,0
retry,10000,6,32,38752700,0,0,0,0
retry,100000,0,32,382600400,0,0,0,0
retry,100000,1,32,383626300,0,0,0,0
retry,100000,2,32,383043100,0,0,0,0
retry,100000,3,32,383089500,0,0,0,0
retry,100000,4,32,383319400,0,0,0,0
retry,100000,5,32,382544100,0,0,0,0
retry,100000,6,32,381935500,0,0,0,0
parking,10000,0,32,102736600,0,0,0,0
parking,10000,1,32,90897300,0,0,0,0
parking,10000,2,32,91148600,0,0,0,0
parking,10000,3,32,90812100,0,0,0,0
parking,10000,4,32,90837200,0,0,0,0
parking,10000,5,32,90855600,0,0,0,0
parking,10000,6,32,90908900,0,0,0,0
parking,100000,0,32,911771500,0,0,0,0
parking,100000,1,32,911046800,0,0,0,0
parking,100000,2,32,909502200,0,0,0,0
parking,100000,3,32,932658900,0,0,0,0
parking,100000,4,32,911234800,0,0,0,0
parking,100000,5,32,909730800,0,0,0,0
parking,100000,6,32,910415500,0,0,0,0
retained_build,10000,0,3,3604300,0,0,0,0
retained_build,100000,0,3,36444400,0,0,0,0
