case,records,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
steady,0,0,32,700,0,0,0,0
steady,0,1,32,500,0,0,0,0
steady,0,2,32,500,0,0,0,0
steady,0,3,32,500,0,0,0,0
steady,0,4,32,500,0,0,0,0
steady,0,5,32,500,0,0,0,0
steady,0,6,32,500,0,0,0,0
steady,1,0,32,3500,0,0,0,0
steady,1,1,32,3500,0,0,0,0
steady,1,2,32,3500,0,0,0,0
steady,1,3,32,3500,0,0,0,0
steady,1,4,32,3500,0,0,0,0
steady,1,5,32,3500,0,0,0,0
steady,1,6,32,3500,0,0,0,0
steady,1000,0,32,3822400,0,0,0,0
steady,1000,1,32,4645200,0,0,0,0
steady,1000,2,32,3797100,0,0,0,0
steady,1000,3,32,3809200,0,0,0,0
steady,1000,4,32,3811000,0,0,0,0
steady,1000,5,32,21226800,0,0,0,0
steady,1000,6,32,3812800,0,0,0,0
steady,10000,0,32,57877000,0,0,0,0
steady,10000,1,32,57023100,0,0,0,0
steady,10000,2,32,59769400,0,0,0,0
steady,10000,3,32,73816800,0,0,0,0
steady,10000,4,32,56731200,0,0,0,0
steady,10000,5,32,56182200,0,0,0,0
steady,10000,6,32,55936700,0,0,0,0
steady,100000,0,32,626432300,0,0,0,0
steady,100000,1,32,625355400,0,0,0,0
steady,100000,2,32,596513400,0,0,0,0
steady,100000,3,32,504116600,0,0,0,0
steady,100000,4,32,490504200,0,0,0,0
steady,100000,5,32,409758800,0,0,0,0
steady,100000,6,32,440727600,0,0,0,0
cold,10000,0,1,1267800,2,0,800000,0
cold,10000,1,1,1198200,2,0,800000,0
cold,10000,2,1,1193100,2,0,800000,0
cold,10000,3,1,1209900,2,0,800000,0
cold,10000,4,1,1191900,2,0,800000,0
cold,10000,5,1,1193800,2,0,800000,0
cold,10000,6,1,1193700,2,0,800000,0
grow,100000,0,1,16713500,2,4,8000000,7920000
grow,100000,1,1,14451100,2,4,8000000,7920000
grow,100000,2,1,14361000,2,4,8000000,7920000
grow,100000,3,1,14346200,2,4,8000000,7920000
grow,100000,4,1,14347700,2,4,8000000,7920000
grow,100000,5,1,14235400,2,4,8000000,7920000
grow,100000,6,1,14297700,2,4,8000000,7920000
shrink,1000,0,32,3790900,0,0,0,0
shrink,1000,1,32,3793500,0,0,0,0
shrink,1000,2,32,3800200,0,0,0,0
shrink,1000,3,32,3811700,0,0,0,0
shrink,1000,4,32,3818400,0,0,0,0
shrink,1000,5,32,3796500,0,0,0,0
shrink,1000,6,32,3805900,0,0,0,0
alternate,10000,0,32,38463000,0,0,0,0
alternate,10000,1,32,38299900,0,0,0,0
alternate,10000,2,32,38410900,0,0,0,0
alternate,10000,3,32,45705100,0,0,0,0
alternate,10000,4,32,38216200,0,0,0,0
alternate,10000,5,32,39151600,0,0,0,0
alternate,10000,6,32,38268100,0,0,0,0
fresh_output,10000,0,32,39703000,32,0,12800000,0
fresh_output,10000,1,32,43823600,32,0,12800000,0
fresh_output,10000,2,32,40250100,32,0,12800000,0
fresh_output,10000,3,32,39786900,32,0,12800000,0
fresh_output,10000,4,32,43151900,32,0,12800000,0
fresh_output,10000,5,32,60733600,32,0,12800000,0
fresh_output,10000,6,32,42729900,32,0,12800000,0
fail_last,10000,0,32,39706200,32,0,1280,0
fail_last,10000,1,32,41028700,32,0,1280,0
fail_last,10000,2,32,37998600,32,0,1280,0
fail_last,10000,3,32,39917900,32,0,1280,0
fail_last,10000,4,32,38144600,32,0,1280,0
fail_last,10000,5,32,38083100,32,0,1280,0
fail_last,10000,6,32,38050500,32,0,1280,0
fail_last,100000,0,32,382196500,32,0,1280,0
fail_last,100000,1,32,387500300,32,0,1280,0
fail_last,100000,2,32,332822500,32,0,1280,0
fail_last,100000,3,32,240313000,32,0,1280,0
fail_last,100000,4,32,217132800,32,0,1280,0
fail_last,100000,5,32,217776100,32,0,1280,0
fail_last,100000,6,32,220476700,32,0,1280,0
retry,10000,0,32,23956200,16,0,640,0
retry,10000,1,32,22152200,16,0,640,0
retry,10000,2,32,20755000,16,0,640,0
retry,10000,3,32,22034000,16,0,640,0
retry,10000,4,32,20719700,16,0,640,0
retry,10000,5,32,20796900,16,0,640,0
retry,10000,6,32,23177100,16,0,640,0
retry,100000,0,32,383067200,16,0,640,0
retry,100000,1,32,382340700,16,0,640,0
retry,100000,2,32,383402300,16,0,640,0
retry,100000,3,32,381899200,16,0,640,0
retry,100000,4,32,387731700,16,0,640,0
retry,100000,5,32,400573400,16,0,640,0
retry,100000,6,32,385427100,16,0,640,0
parking,10000,0,32,91697000,0,0,0,0
parking,10000,1,32,93435400,0,0,0,0
parking,10000,2,32,91284800,0,0,0,0
parking,10000,3,32,91310200,0,0,0,0
parking,10000,4,32,91128800,0,0,0,0
parking,10000,5,32,92006200,0,0,0,0
parking,10000,6,32,94005700,0,0,0,0
parking,100000,0,32,921505200,0,0,0,0
parking,100000,1,32,917771400,0,0,0,0
parking,100000,2,32,928052500,0,0,0,0
parking,100000,3,32,933323000,0,0,0,0
parking,100000,4,32,921624600,0,0,0,0
parking,100000,5,32,923617500,0,0,0,0
parking,100000,6,32,943083000,0,0,0,0
retained_build,10000,0,3,3686900,2,0,800000,0
retained_build,100000,0,3,41302900,2,0,8000000,0
