case,records,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
steady,0,0,32,700,0,0,0,0
steady,0,1,32,600,0,0,0,0
steady,0,2,32,400,0,0,0,0
steady,0,3,32,600,0,0,0,0
steady,0,4,32,500,0,0,0,0
steady,0,5,32,500,0,0,0,0
steady,0,6,32,500,0,0,0,0
steady,1,0,32,3500,0,0,0,0
steady,1,1,32,3600,0,0,0,0
steady,1,2,32,3500,0,0,0,0
steady,1,3,32,3600,0,0,0,0
steady,1,4,32,3500,0,0,0,0
steady,1,5,32,3600,0,0,0,0
steady,1,6,32,3600,0,0,0,0
steady,1000,0,32,3811000,0,0,0,0
steady,1000,1,32,4074700,0,0,0,0
steady,1000,2,32,3803000,0,0,0,0
steady,1000,3,32,3797700,0,0,0,0
steady,1000,4,32,3815300,0,0,0,0
steady,1000,5,32,3883000,0,0,0,0
steady,1000,6,32,3828700,0,0,0,0
steady,10000,0,32,38177900,0,0,0,0
steady,10000,1,32,38214200,0,0,0,0
steady,10000,2,32,39490300,0,0,0,0
steady,10000,3,32,55796200,0,0,0,0
steady,10000,4,32,73877200,0,0,0,0
steady,10000,5,32,55948100,0,0,0,0
steady,10000,6,32,55935900,0,0,0,0
steady,100000,0,32,605735300,0,0,0,0
steady,100000,1,32,616420500,0,0,0,0
steady,100000,2,32,596506100,0,0,0,0
steady,100000,3,32,618812300,0,0,0,0
steady,100000,4,32,564884000,0,0,0,0
steady,100000,5,32,472023600,0,0,0,0
steady,100000,6,32,436726800,0,0,0,0
cold,10000,0,1,1278300,2,0,800000,0
cold,10000,1,1,1202700,2,0,800000,0
cold,10000,2,1,1196000,2,0,800000,0
cold,10000,3,1,1191100,2,0,800000,0
cold,10000,4,1,1210700,2,0,800000,0
cold,10000,5,1,1265300,2,0,800000,0
cold,10000,6,1,1205900,2,0,800000,0
grow,100000,0,1,24731200,2,4,8000000,7920000
grow,100000,1,1,14397500,2,4,8000000,7920000
grow,100000,2,1,14689300,2,4,8000000,7920000
grow,100000,3,1,14332600,2,4,8000000,7920000
grow,100000,4,1,14316200,2,4,8000000,7920000
grow,100000,5,1,14335000,2,4,8000000,7920000
grow,100000,6,1,14346100,2,4,8000000,7920000
shrink,1000,0,32,3795100,0,0,0,0
shrink,1000,1,32,3817000,0,0,0,0
shrink,1000,2,32,3812300,0,0,0,0
shrink,1000,3,32,3802100,0,0,0,0
shrink,1000,4,32,3805600,0,0,0,0
shrink,1000,5,32,6125600,0,0,0,0
shrink,1000,6,32,3800300,0,0,0,0
alternate,10000,0,32,38254000,0,0,0,0
alternate,10000,1,32,40514300,0,0,0,0
alternate,10000,2,32,38270600,0,0,0,0
alternate,10000,3,32,38294300,0,0,0,0
alternate,10000,4,32,38419600,0,0,0,0
alternate,10000,5,32,38346200,0,0,0,0
alternate,10000,6,32,38358100,0,0,0,0
fresh_output,10000,0,32,47805700,32,0,12800000,0
fresh_output,10000,1,32,39814700,32,0,12800000,0
fresh_output,10000,2,32,39894800,32,0,12800000,0
fresh_output,10000,3,32,39926100,32,0,12800000,0
fresh_output,10000,4,32,39812200,32,0,12800000,0
fresh_output,10000,5,32,41616400,32,0,12800000,0
fresh_output,10000,6,32,41130200,32,0,12800000,0
fail_last,10000,0,32,38920300,32,0,1280,0
fail_last,10000,1,32,37981900,32,0,1280,0
fail_last,10000,2,32,37926700,32,0,1280,0
fail_last,10000,3,32,37907400,32,0,1280,0
fail_last,10000,4,32,38011100,32,0,1280,0
fail_last,10000,5,32,37836100,32,0,1280,0
fail_last,10000,6,32,38397400,32,0,1280,0
fail_last,100000,0,32,379251900,32,0,1280,0
fail_last,100000,1,32,380818100,32,0,1280,0
fail_last,100000,2,32,383901300,32,0,1280,0
fail_last,100000,3,32,381340400,32,0,1280,0
fail_last,100000,4,32,380670700,32,0,1280,0
fail_last,100000,5,32,383138000,32,0,1280,0
fail_last,100000,6,32,386862300,32,0,1280,0
retry,10000,0,32,38050900,16,0,640,0
retry,10000,1,32,38150000,16,0,640,0
retry,10000,2,32,37994600,16,0,640,0
retry,10000,3,32,38118100,16,0,640,0
retry,10000,4,32,38056700,16,0,640,0
retry,10000,5,32,43615700,16,0,640,0
retry,10000,6,32,38365400,16,0,640,0
retry,100000,0,32,383471300,16,0,640,0
retry,100000,1,32,386506600,16,0,640,0
retry,100000,2,32,382385700,16,0,640,0
retry,100000,3,32,386092700,16,0,640,0
retry,100000,4,32,385105100,16,0,640,0
retry,100000,5,32,386481700,16,0,640,0
retry,100000,6,32,383047100,16,0,640,0
parking,10000,0,32,92551800,0,0,0,0
parking,10000,1,32,91629500,0,0,0,0
parking,10000,2,32,91817800,0,0,0,0
parking,10000,3,32,91691500,0,0,0,0
parking,10000,4,32,91496400,0,0,0,0
parking,10000,5,32,92492200,0,0,0,0
parking,10000,6,32,92661900,0,0,0,0
parking,100000,0,32,925983100,0,0,0,0
parking,100000,1,32,929367500,0,0,0,0
parking,100000,2,32,939458200,0,0,0,0
parking,100000,3,32,919551400,0,0,0,0
parking,100000,4,32,925429800,0,0,0,0
parking,100000,5,32,924430300,0,0,0,0
parking,100000,6,32,934149400,0,0,0,0
retained_build,10000,0,3,3629000,2,0,800000,0
retained_build,100000,0,3,37199800,2,0,8000000,0
