case,dataset,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
source_full,mixed_parking_100000,4,32,173015500,0,0,0,0
source_full,mixed_parking_100000,5,32,172489100,0,0,0,0
source_full,mixed_parking_100000,6,32,175449200,0,0,0,0
adapter_full,mixed_parking_100000,0,32,447591400,0,0,0,0
adapter_full,mixed_parking_100000,1,32,470132400,0,0,0,0
adapter_full,mixed_parking_100000,2,32,465950900,0,0,0,0
adapter_full,mixed_parking_100000,3,32,470704700,0,0,0,0
adapter_full,mixed_parking_100000,4,32,473409600,0,0,0,0
adapter_full,mixed_parking_100000,5,32,452567800,0,0,0,0
adapter_full,mixed_parking_100000,6,32,438058900,0,0,0,0
transform_convert,mixed_parking_100000,0,32,3191300,0,0,0,0
transform_convert,mixed_parking_100000,1,32,2935500,0,0,0,0
transform_convert,mixed_parking_100000,2,32,3731500,0,0,0,0
transform_convert,mixed_parking_100000,3,32,3153600,0,0,0,0
transform_convert,mixed_parking_100000,4,32,2939200,0,0,0,0
transform_convert,mixed_parking_100000,5,32,3017300,0,0,0,0
transform_convert,mixed_parking_100000,6,32,3263600,0,0,0,0
source_full,high_completed_10000,0,32,3894900,0,0,0,0
source_full,high_completed_10000,1,32,3886100,0,0,0,0
source_full,high_completed_10000,2,32,4357700,0,0,0,0
source_full,high_completed_10000,3,32,3694400,0,0,0,0
source_full,high_completed_10000,4,32,3883500,0,0,0,0
source_full,high_completed_10000,5,32,3603100,0,0,0,0
source_full,high_completed_10000,6,32,4114300,0,0,0,0
adapter_full,high_completed_10000,0,32,8901200,0,0,0,0
adapter_full,high_completed_10000,1,32,9519300,0,0,0,0
adapter_full,high_completed_10000,2,32,9989100,0,0,0,0
adapter_full,high_completed_10000,3,32,8946900,0,0,0,0
adapter_full,high_completed_10000,4,32,9298000,0,0,0,0
adapter_full,high_completed_10000,5,32,9122300,0,0,0,0
adapter_full,high_completed_10000,6,32,8573200,0,0,0,0
transform_convert,high_completed_10000,0,32,69300,0,0,0,0
transform_convert,high_completed_10000,1,32,58400,0,0,0,0
transform_convert,high_completed_10000,2,32,62700,0,0,0,0
transform_convert,high_completed_10000,3,32,62900,0,0,0,0
transform_convert,high_completed_10000,4,32,59000,0,0,0,0
transform_convert,high_completed_10000,5,32,62600,0,0,0,0
transform_convert,high_completed_10000,6,32,59400,0,0,0,0
source_full,sparse_presentable_10000,0,32,19427800,0,0,0,0
source_full,sparse_presentable_10000,1,32,20120900,0,0,0,0
source_full,sparse_presentable_10000,2,32,20407400,0,0,0,0
source_full,sparse_presentable_10000,3,32,21686700,0,0,0,0
source_full,sparse_presentable_10000,4,32,22266000,0,0,0,0
source_full,sparse_presentable_10000,5,32,20157200,0,0,0,0
source_full,sparse_presentable_10000,6,32,20013800,0,0,0,0
adapter_full,sparse_presentable_10000,0,32,24210700,0,0,0,0
adapter_full,sparse_presentable_10000,1,32,19872400,0,0,0,0
adapter_full,sparse_presentable_10000,2,32,24827900,0,0,0,0
adapter_full,sparse_presentable_10000,3,32,23205400,0,0,0,0
adapter_full,sparse_presentable_10000,4,32,23147400,0,0,0,0
adapter_full,sparse_presentable_10000,5,32,23219900,0,0,0,0
adapter_full,sparse_presentable_10000,6,32,23227600,0,0,0,0
transform_convert,sparse_presentable_10000,0,32,10800,0,0,0,0
transform_convert,sparse_presentable_10000,1,32,5700,0,0,0,0
transform_convert,sparse_presentable_10000,2,32,6300,0,0,0,0
transform_convert,sparse_presentable_10000,3,32,5500,0,0,0,0
transform_convert,sparse_presentable_10000,4,32,9400,0,0,0,0
transform_convert,sparse_presentable_10000,5,32,3600,0,0,0,0
transform_convert,sparse_presentable_10000,6,32,3600,0,0,0,0
cold,cold_probe,0,1,213800,0,0,0,0
cold,cold_probe,1,1,412500,0,0,0,0
cold,cold_probe,2,1,256700,0,0,0,0
cold,cold_probe,3,1,439800,0,0,0,0
cold,cold_probe,4,1,451600,0,0,0,0
cold,cold_probe,5,1,199400,0,0,0,0
cold,cold_probe,6,1,388600,0,0,0,0
